,Job,Credit amount,Duration,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_good,Age_cat
251,1,7.719129840906732,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
252,2,7.673223121121708,30,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
253,2,8.33110454805304,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
254,2,7.615791072035833,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
255,1,8.911664758049536,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
256,1,7.895063498091573,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
257,2,7.67275789664251,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
258,2,8.245909264774093,15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
259,1,7.050989447068045,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
260,2,7.4127640174265625,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
261,2,7.3796321526095525,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
262,3,8.57583938684897,18,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
263,1,7.91862865334224,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
264,1,7.115582126184454,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
265,2,6.687108607866515,15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
266,2,8.748939631537715,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
267,2,7.334981878871814,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
268,3,9.102532419341877,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
269,2,6.906754778648554,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
270,2,7.8868329989550565,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
271,2,7.2456550675945355,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
272,3,9.4066470133368,48,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
273,2,8.026170194946426,48,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
274,1,9.392495248213038,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
275,2,7.89989532313973,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
276,2,7.784889295655098,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
277,1,7.140453043101158,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
278,2,8.436200032206706,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
279,3,7.550135342488429,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
280,2,8.122074375362217,15,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
281,2,7.3613754289773485,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
282,1,7.275864600546533,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
283,2,7.326465613840322,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
284,2,8.263074835802596,24,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
285,1,9.280052984387483,47,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
286,2,8.473868066677865,48,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
287,3,8.93353229607628,48,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
288,2,6.9957661563048505,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
289,2,6.931471805599453,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
290,2,6.98100574072173,12,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
291,3,9.14825217966276,36,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
292,3,8.767017621311778,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
293,2,8.475537516147405,42,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
294,3,8.93971205409023,48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
295,2,9.206332350578643,48,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
296,2,8.449984441722787,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
297,1,7.160069207596127,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
298,2,7.83002808253384,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
299,2,7.917536353943631,21,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
300,0,6.51025834052315,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
301,2,8.24380842366528,36,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
302,1,7.203405521083095,24,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
303,2,6.945051063725834,10,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
304,2,9.222960403332285,48,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
305,2,7.341483852363161,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
306,1,8.478660241699453,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
307,1,6.588926477533519,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
308,2,7.1204443723924875,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
309,1,5.62040086571715,9,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
310,0,8.59062950948942,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
311,2,8.614501373883236,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
312,2,8.229244416735913,24,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
313,1,6.529418838262226,12,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
314,1,7.309212365692763,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
315,2,7.917900586327916,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
316,1,6.56244409369372,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
317,1,8.37816098272068,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
318,2,6.55250788703459,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
319,1,8.200562797008564,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
320,3,8.354438940114811,30,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
321,2,7.569411792450712,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
322,3,7.975908360165538,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
323,2,7.88570539124302,18,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
324,2,6.93537044601511,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
325,1,8.130942302231878,8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
326,2,8.665785595466064,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
327,2,7.329749689041512,24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
328,2,8.405814603432848,36,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
329,2,6.97354301952014,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
330,3,8.797095076549056,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
331,2,7.530479995245536,18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
332,3,8.910315776326016,60,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
333,1,9.357897936333798,48,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334,2,8.32117830749028,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,3,8.126813720726114,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
336,1,7.650168700845001,13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
337,2,7.150701457592526,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
338,2,8.335431477880796,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
339,1,7.327123292259293,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
340,2,8.655737000864297,24,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
341,1,8.188411308079031,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
342,2,8.074960359115858,18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
343,3,8.398184404834035,18,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
344,1,8.28121766128665,10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
345,1,7.285506548522785,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
346,2,6.782192056006791,13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
347,0,8.231642179973411,24,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
348,1,7.463363045520021,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
349,2,7.035268599281097,9,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
350,2,7.119635638017636,9,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
351,2,6.8658910748834385,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
352,3,8.079927770758275,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
353,2,8.73214326770192,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
354,2,6.588926477533519,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
355,1,7.1276936993473985,24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
356,2,7.754052639035757,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
357,3,8.40357646462927,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
358,2,6.654152520183219,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
359,2,7.785720896534624,30,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
360,2,7.122059881629142,18,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
361,3,8.131236549696116,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
362,2,7.717351272185329,12,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
363,2,7.476472381163905,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
364,0,7.813187267521416,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
365,2,7.340835554123275,12,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
366,2,8.25582842728183,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
367,2,8.202482446576537,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
368,2,8.144969417087875,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
369,2,8.006700845440367,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
370,2,8.0323601479245,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
371,2,8.711113884053544,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
372,2,7.671360923190644,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
373,3,9.529230371552156,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
374,3,9.601165503344832,60,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
375,2,8.947025655972697,48,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
376,2,7.749322464660356,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
377,2,6.740519359606223,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
378,3,9.56927276595613,36,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
379,1,5.8916442118257715,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
380,2,7.701652362642226,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
381,3,9.470856776355195,18,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
382,2,7.1569563646156364,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
383,2,7.1929342212158,12,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
384,1,8.35983738064003,30,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
385,2,7.71333788887187,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
386,2,7.026426808699636,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
387,3,8.90571557879409,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
388,2,7.75190533307861,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
389,2,7.278628942320682,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
390,3,7.506591780070841,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
391,1,6.890609120147166,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
392,3,8.0861025356691,36,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
393,2,7.579167967396076,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
394,3,7.785720896534624,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
395,2,9.372459221452617,39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
396,3,7.8547691834991324,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
397,2,7.761319180947987,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
398,2,7.109062135687172,12,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
399,1,7.323830566202317,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
400,2,7.29505641646263,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
401,2,7.54274354536855,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
402,2,9.065083359319043,24,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
403,1,6.687108607866515,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
404,2,7.972121128921655,18,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
405,2,7.620214770574455,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
406,2,7.69484807238461,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
407,2,6.959398512133975,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
408,3,8.081784206935001,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
409,2,6.844815479208263,12,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
410,2,7.584264818389059,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
411,3,8.889170455363413,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
412,3,7.73718007783463,12,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
413,1,7.3758821482150125,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
414,2,7.2305631534092925,24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
415,2,8.672828482947686,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
416,1,7.8551570058813445,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
417,2,9.044403844431551,18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
418,3,7.930925372483388,21,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
419,2,6.948897222313312,18,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
420,2,8.066521490469993,15,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
421,2,7.614805364711073,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
422,1,6.86484777797086,12,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
423,3,7.372118028337787,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
424,2,7.923710333969238,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
425,2,7.929846429742503,18,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
426,2,7.916807490937603,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
427,2,7.046647277848756,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
428,2,7.180069874302796,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
429,0,7.081708586105575,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
430,1,8.145549631783584,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
431,3,9.3350328159335,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
432,3,7.534762657037537,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
433,2,7.629489916393995,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
434,2,7.666690200080086,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
435,2,7.302496423727326,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
436,1,6.492239835020471,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
437,2,7.160069207596127,24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
438,0,8.129764445794171,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
439,0,6.411818267709897,12,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
440,3,7.5411524551363085,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
441,2,7.3901814282264295,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
442,2,7.874358824729881,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
443,1,6.577861357721047,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
444,3,8.536211197252,48,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
445,1,7.126087273299125,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
446,2,7.518607216815252,36,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
447,2,7.853993087224244,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
448,3,7.261225091971921,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
449,2,7.321188556739478,15,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
450,3,9.310547632393208,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
451,2,6.249975242259483,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
452,2,7.922623574217286,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
453,3,7.8898337513942955,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
454,2,8.479906606630221,24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
455,3,7.893198869544609,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
456,2,8.270013062273787,11,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
457,2,8.12740456269308,12,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
458,2,5.8377304471659395,6,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
459,2,8.432506383249043,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
460,2,8.194229304819817,36,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
461,2,7.450660796211539,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
462,3,8.012018239159062,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
463,2,6.625392368007956,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
464,2,7.575584651557793,18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
465,2,7.980707820869669,24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
466,1,7.413970290190444,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
467,2,8.887100204123687,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
468,2,7.92443418488756,33,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
469,1,8.450839690866216,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
470,2,8.036573409707312,24,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
471,2,6.104793232414985,6,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
472,1,6.483107351457199,9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
473,3,7.121252453244542,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
474,2,7.126890808898808,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
475,2,8.043663352393944,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
476,2,7.851271997109883,39,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
477,2,8.54714026778419,24,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
478,1,6.9440872082295275,12,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
479,2,7.298445101508147,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
480,1,8.181160858023409,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
481,2,7.0909098220799835,24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
482,2,8.19478163844336,30,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2
483,2,6.866933284461882,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
484,2,7.0587581525186645,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
485,3,7.097548850614793,6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
486,2,8.031710375322042,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
487,2,8.231376045573969,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
488,1,7.257002707092073,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
489,2,8.165647925297504,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
490,2,7.56734567601324,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
491,3,9.026177120302856,27,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
492,2,7.1204443723924875,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
493,2,5.908082938168931,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
494,1,7.660114319173928,12,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
495,2,8.005033344637111,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
496,3,9.108750516214549,36,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
497,2,7.368339686311381,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
498,1,7.170888478512505,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
499,2,7.187657164114956,6,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
500,2,8.046549357283078,24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
501,2,8.61122983334262,36,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
502,2,7.026426808699636,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
503,2,7.103322062526113,24,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
504,2,7.095893221097532,24,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
505,1,7.1770187659099,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
